Order Number,Line Item,ProductKey,Quantity
987007,1,453,3
987008,1,1581,1
987008,2,955,9
987008,3,65,3
987008,4,1394,2
987009,1,1203,2
987010,1,2435,2
987011,1,1620,1
987011,2,2143,2
987011,3,1525,1
987012,1,1261,8
987013,1,2141,1
987013,2,2512,4
987013,3,104,4
987013,5,438,5
987013,6,424,4
987013,7,1283,1
988000,1,1610,1
988000,2,456,1
988003,1,1431,1
988003,2,125,1
988003,3,1521,3
988003,4,553,2
988003,5,475,4
988004,1,1637,3
988005,1,1364,6
988006,1,1340,2
988006,2,681,1
988006,3,2109,1
988008,1,120,1
988008,2,1824,5
988008,3,438,4
988008,4,1796,3
988008,5,77,5
988008,6,1565,2
988009,1,1630,1
988009,2,1588,2
988009,3,1582,1
988009,4,128,2
988010,1,1684,5
988010,2,2113,7
988011,1,1740,6
988012,1,1715,2
988012,2,1482,4
988012,3,1679,1
988012,4,27,2
988012,6,88,2
988012,7,776,1
988013,1,91,1
988013,2,1300,3
988013,3,454,1
989001,1,1610,8
989001,2,1555,3
989001,3,1673,2
989001,4,1157,2
989001,5,1656,5
989001,6,2492,1
989001,7,1722,1
989002,1,247,2
989003,1,447,7
989004,1,82,1
989004,2,53,1
989004,3,1585,1
989004,4,458,7
989006,1,1784,1
989006,2,1249,2
989008,1,1038,5
989009,1,2183,6
990000,1,2517,1
990000,2,1428,1
990001,1,361,8
990001,2,1657,1
990002,1,1480,2
990003,1,1506,1
990003,2,444,1
990004,1,2094,1
990005,1,1019,1
990005,2,1514,1
990005,3,2125,6
990007,1,2371,2
990009,1,2189,3
990009,2,445,4
990010,1,1667,3
990010,2,1654,1
990010,3,447,1
990010,4,141,4
990011,1,1482,5
990012,1,39,8
990013,1,2116,1
990013,2,1602,1
990013,3,1646,3
990013,4,1624,4
990015,1,451,3
990015,2,459,4
990016,1,1597,5
990016,2,1711,1
990016,3,149,1
990016,4,1460,3
990016,5,1767,2
990016,6,1795,2
990016,7,1572,3
990017,1,1582,10
990017,2,543,4
990017,3,313,2
990017,4,189,4
990017,5,1579,1
990017,6,1320,1
990017,7,1654,1
991000,1,1284,1
991000,2,2501,2
991000,3,1880,1
992000,1,2089,1
992000,2,603,1
992002,1,1344,1
992003,1,1589,2
992006,1,58,1
992007,1,534,2
992007,2,450,1
993000,1,445,2
993001,1,1931,1
993001,2,496,1
993001,3,99,1
993001,4,455,3
993002,1,1415,7
993002,2,438,1
993002,3,418,2
993002,4,436,3
993002,5,531,2
993003,1,999,4
993003,2,156,3
993003,3,1655,1
993003,4,1451,1
993005,1,1647,1
993006,1,1710,8
993007,1,637,1
993007,2,1739,8
993009,1,1369,1
993009,2,1574,1
993009,3,2304,2
993009,4,1237,1
993009,5,743,1
994001,1,447,1
994001,2,56,1
994001,3,753,2
994002,1,2054,3
994003,1,1459,1
994004,1,30,4
994005,1,225,3
994005,2,1201,6
994006,1,1494,1
994006,2,2113,1
994007,1,1645,3
994008,1,1967,7
994008,2,1927,3
994008,3,97,2
994009,1,1148,1
994009,2,1442,1
994009,3,2089,7
994009,4,1725,7
994011,1,2404,3
994011,2,1773,1
994011,3,1618,3
994011,4,2053,2
994012,1,420,3
994012,2,2044,2
994012,3,1527,6
994013,1,2264,5
995000,1,21,2
995000,3,2013,3
995000,4,455,7
995000,5,877,1
995000,6,1574,1
995000,7,169,3
995001,1,1977,4
995001,2,1282,8
995002,1,451,1
995002,2,1658,1
995002,3,1103,1
995002,4,468,2
995002,5,2459,3
995002,6,2432,1
995003,1,365,10
995004,1,1605,1
995004,2,1453,2
995004,3,2098,4
995005,1,1663,3
995005,2,435,1
995006,1,2115,2
995006,2,1691,7
995006,3,716,2
995008,1,50,1
995008,2,1612,1
995009,1,2512,1
995009,2,1590,1
995010,1,2354,9
995010,2,1889,4
995011,1,983,5
995012,1,1596,6
995012,2,1851,8
995012,3,889,6
995013,1,460,4
995013,2,2101,2
995013,3,521,2
995013,4,11,2
995013,6,1641,3
995014,1,1588,3
995014,2,433,1
995014,3,1374,1
995014,4,166,1
996001,1,1649,3
996002,1,2101,1
996002,2,48,1
996002,3,103,2
996003,1,1984,4
996003,2,1196,2
996003,3,94,5
996004,1,2488,2
996004,2,1455,3
996005,1,2510,1
996006,1,1567,3
996006,2,525,3
996007,1,77,1
996007,2,2495,1
996007,3,418,1
996007,4,2512,2
996009,1,404,1
996009,2,63,3
996009,3,353,1
997000,1,1448,4
997001,1,57,3
997001,2,48,8
997002,1,1434,1
997002,2,1651,6
997003,1,2497,7
997004,1,1940,1
997004,2,2108,4
997004,3,1432,2
997004,4,931,5
997005,1,1217,1
997006,1,190,3
997006,3,967,1
997006,4,1203,9
997007,1,1693,2
997007,2,446,1
997007,3,1571,2
997008,1,1617,8
997008,2,2092,1
997009,1,480,5
997010,1,158,3
997010,2,64,4
997011,1,85,3
997011,2,1543,2
997011,3,505,1
997011,4,1672,4
997012,1,3,1
997012,3,430,2
997012,4,902,1
997012,5,1070,3
997012,6,1430,1
997014,1,1892,7
997014,2,231,5
997014,3,425,1
997015,1,49,10
997015,2,1787,1
997016,1,2500,7
997016,2,1604,2
997016,3,79,6
997017,1,1466,3
997017,2,617,2
997018,1,1670,5
998000,1,47,3
998000,2,416,9
998000,3,1628,4
998000,4,60,6
998000,5,1566,1
998000,6,2516,1
999000,1,96,1
999000,2,2170,1
999000,3,50,4
999000,4,434,2
999000,5,140,1
999000,6,1589,5
999001,1,2098,4
999002,1,417,1
999002,2,83,3
999002,3,151,1
999003,1,1582,3
999003,2,438,2
999003,3,448,1
999003,4,1905,1
999003,5,1562,6
999003,6,590,1
999003,7,1705,2
999004,1,1617,1
999005,1,1667,3
999005,2,2164,6
999005,3,569,1
999005,4,428,2
999005,5,1636,6
999005,6,439,4
999006,1,1293,2
999007,1,1520,3
1000000,1,220,7
1000000,2,1523,1
1000000,3,2103,3
1000000,4,2112,7
1000001,1,1513,1
1000001,2,1577,5
1000001,3,2491,8
1000001,4,2512,6
1000002,1,444,3
1000002,2,1673,7
1000002,3,2111,2
1000002,4,1702,3
1000003,1,48,2
1000004,1,2014,3
1000004,2,93,2
1000005,1,1546,1
1000006,1,1657,8
1000008,1,98,1
1000009,1,858,2
1000009,2,1649,2
1000009,3,1846,10
1000009,4,2492,4
1000009,5,2112,2
1001000,1,2419,2
1001001,1,444,9
1001001,2,1395,3
1001001,3,185,1
1001001,4,2015,2
1001002,1,1334,2
1001002,2,1617,6
1001002,3,1461,2
1001004,1,1500,1
1001004,2,61,3
1001004,3,61,2
1001004,4,165,3
1001005,1,603,1
1001006,1,1681,3
1001006,2,2108,1
1001006,3,428,1
1001007,1,58,3
1001007,2,1632,1
1001007,3,128,2
1001007,4,76,1
1001009,1,1663,1
1001009,2,1711,4
1001009,3,1757,2
1001009,4,60,3
1001010,1,81,9
1001010,2,96,4
1001011,1,448,1
1001012,1,1357,1
1001013,1,447,1
1001013,2,450,3
1001013,3,183,1
1001013,4,1340,2
1001013,5,1542,3
1001013,6,1602,6
1002000,1,1437,10
1002001,1,1480,1
1002001,2,2113,10
1002001,3,2178,2
1002001,4,1429,1
1002001,5,454,1
1002001,6,220,1
1002001,7,150,3
1002002,1,443,3
1002003,1,1653,6
1002003,2,1601,4
1002003,3,420,1
1002004,1,80,3
1002004,2,2108,1
1002004,3,1665,1
1002004,4,165,6
1002004,5,1578,2
1002005,1,1617,2
1002005,2,2241,1
1002006,1,1414,2
1002008,1,1632,1
1002008,2,135,7
1002008,3,2171,3
1002009,1,1100,10
1002009,2,1615,1
1002010,1,661,3
1002010,2,1580,2
1002010,3,2100,5
1002011,1,1790,3
1002012,1,88,3
1002012,2,817,6
1002012,3,2384,1
1002012,4,2407,1
1002012,5,1333,2
1002012,6,75,2
1002012,7,448,7
1002013,1,1448,4
1002014,1,445,1
1003000,1,1596,8
1003000,2,109,2
1003000,3,1458,2
1003000,4,456,2
1003001,1,1112,3
1003002,1,331,2
1003002,2,63,2
1003003,1,2162,6
1003003,2,1125,3
1003004,1,145,1
1003004,2,371,3
1003004,3,1356,3
1003006,1,1746,1
1003006,2,394,1
1003006,3,2114,2
1003007,1,491,3
1003008,1,63,4
1003008,2,903,2
1003009,1,21,2
1004000,1,1717,8
1004000,2,850,2
1004000,3,1616,6
1004001,1,1509,3
1004001,2,443,9
1004001,3,50,3
1004001,4,165,3
1004002,1,1631,1
1004003,1,472,2
1004003,2,869,6
1004003,3,376,6
1004005,1,1809,2
1004005,2,1594,2
1004005,3,178,6
1004005,4,782,1
1004005,5,1888,1
1004006,1,1594,3
1004006,2,448,1
1004006,3,68,3
1004007,1,1449,9
1004009,1,2110,3
1004010,1,98,5
1004010,2,711,8
1004010,3,733,4
1004011,1,449,1
1004011,2,2006,1
1004011,3,1560,4
1004012,1,918,6
1004013,1,2029,3
1004013,2,1571,10
1004013,3,59,9
1004013,4,1559,2
1004013,5,776,5
1004014,1,56,8
1004014,2,457,3
1004018,1,104,1
1004018,2,1620,2
1004018,3,2093,3
1005000,1,2103,6
1006000,1,1546,5
1006000,2,448,3
1006000,3,1441,2
1006000,4,1824,8
1006000,5,1703,3
1006001,1,1449,3
1006001,2,2273,3
1006001,3,371,1
1006002,1,490,2
1006002,2,1894,7
1006002,3,2151,10
1006002,4,1560,2
1006002,5,437,1
1006002,6,1735,9
1006002,7,1585,4
1006003,1,750,2
1006004,1,2109,9
1006005,1,1638,2
1006005,2,1516,5
1006006,1,1670,1
1006006,2,160,2
1006006,3,1617,7
1006006,4,2084,5
1006006,5,1327,3
1006007,1,505,5
1006007,2,1826,3
1006007,3,2512,2
1006007,4,224,2
1006007,5,1484,1
1006007,6,89,4
1007000,1,143,1
1007000,2,416,5
1007000,3,1046,1
1007000,4,427,2
1007002,1,1638,1
1007002,2,1656,2
1007002,3,2112,5
1007002,4,1463,3
1007002,5,924,3
1007002,6,1573,2
1007002,7,1623,5
1007003,1,1631,4
1007003,2,424,5
1007003,3,1452,3
1007003,4,19,1
1007004,1,2362,1
1007005,1,2041,2
1007005,2,2017,1
1007005,3,1795,2
1007005,4,1729,2
1007006,1,421,10
1007007,1,1215,1
1007007,2,130,1
1007008,1,2028,2
1007008,2,48,3
1007008,3,691,4
1008000,1,1141,7
1008000,2,22,1
1008000,4,1509,3
1008001,1,596,2
1008001,2,440,3
1008002,1,1335,2
1008002,2,1750,4
1008002,3,1606,2
1008002,4,1628,2
1008002,5,2113,2
1008002,6,1957,3
1008002,7,647,2
1008004,1,452,1
1008004,2,1316,2
1008005,1,1388,3
1008006,1,1500,2
1008006,2,1379,1
1008007,1,1586,9
1008008,1,183,2
1008008,2,357,3
1008009,1,1581,6
1008009,2,1613,1
1008009,3,345,8
1008009,4,49,1
1008009,5,1354,2
1008009,6,71,2
1008009,7,1777,4
1008010,1,60,1
1008010,2,435,4
1008010,3,1642,1
1008010,4,117,5
1008012,1,111,1
1008013,1,402,2
1009000,1,2341,3
1009000,2,423,4
1009000,3,2005,3
1009000,4,457,1
1009001,1,148,1
1009001,2,80,2
1009001,3,416,1
1009001,4,1492,3
1009002,1,1039,3
1009002,2,1625,3
1009003,1,99,7
1009004,1,1535,2
1009005,1,1057,1
1009005,2,1032,4
1009005,3,991,2
1009006,1,71,1
1009007,1,1601,1
1009007,2,1692,1
1009007,3,1641,3
1009007,4,449,6
1009008,1,1031,9
1009008,2,87,2
1009008,3,42,10
1009010,1,1584,1
1009010,2,533,1
1009011,1,108,2
1009011,2,1305,2
1009013,1,2408,2
1009013,2,2115,1
1009014,1,459,5
1009014,2,443,3
1009014,3,98,5
1009014,4,1580,3
1010000,1,1989,2
1010000,2,681,6
1010000,3,1511,2
1010001,1,2516,2
1010001,2,989,1
1010001,3,1699,2
1010001,4,605,1
1010003,1,681,1
1010003,2,890,4
1010003,3,114,3
1010003,4,185,1
1010003,5,825,3
1010004,1,449,2
1010005,1,2028,1
1010005,2,1810,4
1010005,3,685,1
1010006,1,1793,1
1010006,2,1987,6
1010007,1,1427,2
1010007,2,1954,6
1010008,1,2031,3
1010008,2,837,9
1010009,1,4,1
1011000,1,2502,3
1011000,2,1283,3
1011001,1,449,5
1011001,2,73,1
1011002,1,2145,5
1011002,2,1583,3
1011002,3,1479,3
1011003,1,2444,2
1011003,2,1203,2
1011004,1,421,1
1011004,2,2435,2
1011005,1,169,2
1011007,1,1662,1
1011007,2,78,3
1011007,3,1253,1
1011008,1,528,2
1011008,2,1340,1
1011011,1,32,6
1011012,1,442,2
1011013,1,80,5
1011013,2,793,3
1011013,3,121,1
1011014,1,2096,6
1011014,2,301,3
1011014,3,405,3
1011014,4,1412,3
1011015,1,1426,3
1011015,2,424,2
1011015,3,87,1
1011016,1,1821,6
1011016,2,1684,2
1011016,3,81,7
1011016,4,2106,1
1011017,1,1425,4
1011017,2,1575,6
1011017,3,436,4
1011018,1,422,2
1011018,2,1698,7
1011018,3,102,2
1012000,1,375,1
1012000,2,2089,1
1013000,1,77,2
1013000,2,1594,1
1013001,1,538,1
1013001,2,41,2
1013001,3,170,3
1013002,1,1462,1
1013004,1,2050,2
1013004,2,2118,5
1013006,1,1603,2
1013006,2,1614,4
1013006,3,1713,3
1013006,4,2506,2
1013006,5,1272,3
1013006,6,1470,10
1013007,1,871,1
1013007,2,1608,4
1013007,3,1518,2
1014000,1,2069,2
1014000,2,938,1
1014000,3,2406,6
1014001,1,1707,2
1014001,2,1605,1
1014001,3,97,3
1014001,5,24,9
1014001,7,2346,6
1014002,1,451,8
1014003,1,1637,6
1014003,2,427,1
1014003,3,1493,2
1014003,4,55,3
1014003,5,183,3
1014003,6,2086,1
1014003,7,1648,2
1014004,1,140,1
1014004,2,616,1
1014004,3,1707,1
1014004,4,1970,1
1014005,1,113,3
1014005,2,1632,1
1014006,1,1444,7
1014006,2,1612,3
1014006,3,419,2
1014006,4,1537,2
1014006,5,2245,7
1014006,6,1680,1
1014008,1,1576,1
1014008,2,615,4
1014008,3,94,2
1014008,4,4,1
1014009,1,2106,6
1014009,2,89,2
1014009,3,1231,2
1014009,4,1104,3
1014010,1,677,4
1014010,2,1813,2
1014010,3,460,3
1014010,4,968,3
1015000,1,169,3
1015000,2,540,1
1015000,3,2114,6
1015000,4,703,1
1015001,1,145,2
1015001,2,1402,6
1015001,3,1458,1
1015001,4,1610,3
1015001,5,81,2
1015001,6,1613,3
1015002,1,143,1
1015002,2,57,5
1015002,3,1586,6
1015002,4,1617,6
1015004,1,1798,2
1015005,1,1894,3
1015005,2,1608,10
1015007,1,1544,4
1015007,2,48,1
1015007,3,2070,2
1015007,4,69,5
1015009,1,1442,2
1015009,2,2112,3
1015009,3,1339,2
1015010,1,1686,2
1015010,2,420,2
1015011,1,735,1
1015011,2,1576,1
1015011,3,1586,3
1015012,1,1561,6
1015012,2,422,1
1015013,1,1465,7
1015013,2,1541,6
1016000,1,114,2
1016000,2,1628,3
1016000,3,68,3
1016001,1,728,2
1016001,2,1656,4
1016002,1,1444,3
1016004,1,1866,1
1016004,2,2180,2
1016004,3,1654,2
1016004,4,1006,1
1016005,1,1146,1
1016005,2,47,3
1016007,1,1913,6
1016008,1,1134,6
1016009,1,1681,5
1016010,1,752,3
1016010,2,2028,2
1016010,3,1586,3
1016010,4,2126,3
1016010,5,1608,8
1016010,6,1919,7
1016011,1,1613,7
1016011,2,126,3
1016011,3,1635,2
1016011,4,366,3
1016012,1,2121,4
1016012,2,2239,1
1016014,1,2502,2
1017000,1,452,10
1017000,2,1621,3
1017000,3,475,9
1017000,4,490,1
1017000,5,1625,1
1017000,6,169,5
1017002,1,69,1
1017002,2,603,1
1017002,3,154,1
1017003,1,457,4
1017003,2,1557,1
1017003,3,1450,5
1017004,1,1422,9
1017005,1,76,4
1017006,1,69,1
1017007,1,1321,1
1017007,2,1513,1
1017007,3,1579,1
1017008,1,171,3
1017009,1,2101,1
1017009,2,1508,2
1017009,3,1646,4
1017010,1,1585,8
1017010,2,1614,3
1017010,3,1550,4
1017010,4,32,4
1017010,6,946,3
1018000,1,1878,6
1018000,2,1057,5
1018000,3,1673,1
1018002,1,2094,3
1018003,1,157,5
1018003,2,460,7
1018003,3,1032,4
1018006,1,1254,4
1018006,2,1790,3
1018006,3,244,1
1018007,1,2129,4
1018007,2,105,2
1018007,3,1481,1
1018008,1,53,2
1018008,2,768,5
1018008,3,1614,1
1018008,4,54,1
1018008,5,2091,8
1018008,6,104,4
1018009,1,419,6
1018010,1,882,1
1018010,2,594,1
1018010,3,1790,1
1018010,4,215,3
1018011,1,60,1
1018011,2,1458,1
1018011,3,381,1
1018011,4,1513,2
1018011,5,1490,10
1018011,6,437,1
1018011,7,1344,4
1018012,1,1730,7
1018012,2,1575,6
1018012,3,1499,1
1018012,4,171,1
1018013,1,1668,3
1018013,2,1744,4
1018013,3,105,7
1018013,4,1624,1
1018015,1,156,3
1018015,2,1594,3
1018015,3,2162,3
1018016,1,2436,2
1018016,2,638,1
1018016,3,1610,3
1018016,4,1568,2
1018016,5,179,4
1018017,1,2169,2
1018017,2,427,10
1018018,1,64,1
1018018,2,96,2
1018018,3,1014,2
1018018,4,1643,4
1018018,5,2000,3
1018018,6,549,3
1018018,7,170,7
1019000,1,1146,1
1019000,2,135,8
1019000,3,66,4
1019000,4,1616,7
1020002,1,385,6
1020004,1,2185,3
1020005,1,84,5
1020007,1,1653,3
1020007,2,1672,2
1020007,3,366,1
1020007,4,2089,3
1021000,1,1694,2
1021000,2,2513,2
1021000,3,457,5
1021000,4,145,3
1021001,1,1978,1
1021002,1,718,3
1021002,2,1640,6
1021003,1,1025,1
1021003,2,2493,3
1021003,3,2008,2
1021003,4,1231,4
1021004,1,1561,1
1021004,2,1608,3
1021004,3,2132,2
1021005,1,1662,1
1021005,2,1420,1
1021005,3,2496,2
1021005,4,1400,3
1021006,1,1642,9
1021006,2,451,1
1021007,1,154,1
1021007,2,1172,5
1021007,3,417,5
1021007,4,424,4
1021008,1,1220,6
1021008,2,1991,3
1021008,3,82,3
1021010,1,2061,2
1022000,1,1158,3
1022001,1,2016,6
1022001,2,672,7
1022002,1,1956,3
1022002,2,517,10
1022004,1,57,7
1022005,1,688,2
1022006,1,1283,2
1022006,2,1295,1
1022006,3,812,1
1022007,1,2086,1
1022008,1,1617,5
1022009,1,1892,1
1022009,2,1588,6
1022010,1,1262,6
1022011,1,1665,3
1022011,2,1571,2
1022013,1,1152,3
1023000,1,102,1
1023000,3,1632,2
1023001,1,50,5
1023001,2,1020,2
1023002,1,1459,7
1023003,1,1488,10
1023004,1,92,2
1023005,1,1481,4
1023005,2,1734,1
1023006,1,79,2
1023007,1,432,1
1023008,1,168,5
1023009,1,1765,7
1023009,2,1701,2
1023009,3,1693,7
1023010,1,1669,3
1023010,2,417,1
1023010,3,180,5
1023010,4,2035,1
1023010,5,458,1
1023010,6,2101,1
1023011,1,1507,2
1023012,1,1455,1
1023013,1,1412,2
1023014,1,916,1
1023014,2,112,2
1023014,4,459,1
1023014,5,1709,2
1023014,6,1464,1
1023015,1,1366,1
1023015,2,492,5
1023015,3,91,3
1024000,1,1715,1
1024001,1,1414,1
1024001,2,1640,3
1024002,1,1601,5
1024002,2,1810,7
1024002,3,1651,2
1024002,4,29,3
1024003,1,1124,2
1024004,1,65,1
1024005,1,2097,6
1024006,1,1660,3
1024006,2,383,3
1024006,3,1667,2
1024006,4,1709,10
1024007,1,568,1
1024008,1,435,3
1024009,1,584,2
1024009,2,1098,5
1024010,1,2069,6
1024010,2,74,4
1025000,1,2104,3
1025000,2,348,1
1025000,3,1619,1
1025000,4,1608,3
1025000,5,1590,1
1025000,6,393,3
1025000,7,443,7
1025001,1,1661,2
1025001,2,598,4
1025001,3,810,2
1025001,4,1074,3
1025002,1,992,1
1025002,2,53,4
1025002,3,523,1
1025002,4,1477,3
1025002,5,446,1
1025004,1,1599,4
1025004,2,438,4
1025004,3,91,1
1025004,4,1,8
1025004,6,1557,4
1025004,7,2043,2
1025006,1,1579,7
1025008,1,535,2
1025008,2,154,1
1025008,3,46,2
1025009,1,1754,3
1025009,2,1364,2
1025011,1,1188,3
1025011,2,2508,1
1025012,1,1663,9
1025012,2,454,6
1025013,1,1709,2
1025013,2,1585,3
1025013,3,1476,3
1025014,1,1602,2
1025014,2,1188,1
1025014,3,1578,3
1025015,1,1802,1
1025015,2,1454,7
1025016,1,1543,2
1025017,1,81,6
1025017,2,1189,3
1025017,3,2094,1
1025019,1,2498,2
1025019,2,90,3
1026000,1,383,4
1026000,2,699,2
1027000,1,572,1
1027000,2,461,9
1027001,1,426,2
1027003,1,1618,2
1027003,2,122,7
1027003,3,90,2
1027003,4,48,7
1027005,1,1989,6
1027006,1,2496,5
1027007,1,1384,2
1028000,1,459,7
1028000,2,1619,2
1028002,1,1449,3
1028002,2,108,2
1028003,1,2091,1
1028004,1,449,3
1028005,1,1644,1
1028006,1,760,7
1028006,2,446,4
1028007,1,1606,5
1028007,2,61,5
1028007,3,55,3
1028007,4,1172,1
1028007,5,1233,2
1028007,6,107,1
1028007,7,2497,1
1028009,1,127,3
1028009,2,1611,2
1028009,3,2086,3
1028009,4,2380,2
1028009,5,132,7
1028009,6,1313,1
1029000,1,443,4
1029001,1,48,1
1029002,1,1602,3
1029002,2,2067,4
1029002,3,444,5
1029002,4,1632,2
1029002,5,87,3
1029002,6,122,2
1029003,1,1540,8
1029004,1,455,8
1029004,2,1591,2
1029005,1,686,1
1029006,1,77,4
1029006,2,65,3
1029007,1,1277,1
1029007,2,1608,1
1029007,3,192,4
1029007,4,59,4
1029008,1,1701,3
1029009,1,2179,1
1029009,2,1988,2
1029010,1,419,5
1029010,2,1416,7
1029010,3,1578,5
1029010,4,374,1
1029012,1,437,4
1029012,2,1224,8
1029012,3,445,2
1029013,1,67,2
1030000,1,2100,1
1030000,2,929,1
1030001,1,104,4
1030001,2,430,5
1030001,3,1312,3
1030002,1,419,3
1030002,2,457,2
1030002,3,737,1
1030002,4,969,1
1030003,1,2072,1
1030004,1,968,1
1030004,2,448,2
1030005,1,345,1
1030005,2,1484,5
1030005,3,474,6
1030006,1,1667,3
1030006,2,1400,1
1030007,1,1655,1
1030008,1,1739,3
1030008,2,460,10
1030009,1,1652,7
1030009,2,608,2
1030010,1,2036,2
1030010,2,51,1
1030010,3,1913,1
1030010,4,1650,6
1030011,1,499,6
1030011,2,602,1
1030012,1,1421,3
1030012,2,51,2
1030012,3,1571,3
1030013,1,2168,2
1030013,2,2037,1
1030013,3,2092,4
1030014,1,721,1
1030015,1,714,4
1030015,2,2395,1
1030015,3,826,10
1030015,4,981,4
1031000,1,431,1
1031001,1,308,1
1031001,2,1602,8
1031002,1,1352,1
1031003,1,2489,7
1031003,2,69,3
1031003,4,1652,1
1031004,1,1443,1
1031004,2,416,7
1031005,1,1650,5
1031006,1,488,1
1031006,2,1055,3
1031006,3,61,4
1031007,1,1022,5
1031008,1,2189,2
1031009,1,1551,1
1031009,2,106,2
1031009,3,1773,3
1031010,1,1322,4
1031010,2,1665,1
1032000,1,738,1
1032001,1,969,2
1032001,2,444,3
1032001,3,433,2
1032002,1,2484,2
1032003,1,1651,4
1032004,1,1767,2
1032004,2,2315,2
1032004,3,100,2
1032005,1,2147,1
1032005,2,1706,3
1032005,3,54,2
1032006,1,1609,1
1032006,2,1005,4
1032006,3,1700,4
1032007,1,815,2
1032007,2,1654,4
1032008,1,105,1
1032009,1,53,1
1032009,2,2007,1
1032011,1,1613,2
1032012,1,52,1
1032012,2,611,1
1032013,1,807,3
1032013,2,1592,6
1032013,3,426,4
1032014,1,109,1
1032014,2,748,5
1032014,3,2163,5
1032014,4,1614,1
1032015,1,423,1
1032015,2,693,4
1032015,3,1307,6
1032016,1,2423,1
1032017,1,1580,2
1032017,2,2412,5
1032017,3,341,1
1032018,1,1515,4
1033000,1,1401,3
1034001,1,483,1
1034001,2,1596,7
1034003,1,101,3
1034003,3,675,8
1034004,1,1354,3
1034004,2,1632,3
1034004,3,154,1
1034006,1,2438,1
1034006,2,446,1
1034007,1,1566,3
1034007,2,1404,3
1034007,3,1595,1
1034007,4,1682,2
1035001,1,108,1
1035001,2,1431,2
1035002,1,96,1
1035003,1,2132,6
1035003,2,444,3
1035003,3,1091,8
1035003,4,1444,3
1035005,1,450,4
1035006,1,1386,2
1035007,1,2099,1
1035008,1,159,3
1035008,2,1572,1
1035008,3,1679,6
1035010,1,441,4
1035010,2,338,2
1035010,3,653,1
1036000,1,439,1
1036000,2,88,1
1036001,1,644,9
1036002,1,428,1
1036003,1,1415,1
1036003,2,1960,1
1036004,1,651,6
1036004,2,253,3
1036005,1,427,9
1036005,2,82,1
1036005,3,1974,2
1036005,4,422,4
1036006,1,1612,6
1036007,1,2514,7
1036007,2,100,2
1036008,1,51,2
1036009,1,486,1
1036011,1,1715,1
1036012,1,518,1
1036013,1,823,3
1036013,2,1786,2
1036014,1,1464,2
1036014,2,1628,6
1036014,3,559,1
1037000,1,1424,3
1037001,1,2091,2
1037002,1,362,7
1037004,1,1413,1
1037004,2,49,1
1037004,3,1671,1
1037005,1,2101,1
1037005,2,1506,1
1037005,3,1709,7
1037006,1,393,3
1037006,2,450,3
1037007,1,75,3
1037007,2,2421,1
1037009,1,72,3
1037009,2,636,2
1037009,3,1690,1
1037009,4,450,2
1037010,1,469,3
1037012,1,939,4
1037012,2,437,10
1037013,1,1573,6
1037013,2,1578,1
1037013,3,1086,2
1037014,1,791,6
1037015,1,1636,2
1037015,2,516,2
1037015,3,1692,7
1037015,4,1655,2
1038000,1,1610,6
1038000,2,1491,3
1038000,3,446,2
1038000,4,2399,3
1038002,1,1620,3
1038002,2,1040,2
1038002,3,1493,6
1038002,4,431,7
1038003,1,1366,4
1038004,1,1564,2
1038004,2,1143,4
1038004,3,89,1
1038004,4,782,1
1038004,5,455,8
1038004,6,1239,2
1038004,7,2271,3
1038005,1,448,4
1038006,1,1530,2
1038006,2,417,3
1038007,1,1451,8
1038007,2,2072,10
1038007,3,2008,1
1038008,1,805,2
1038008,2,340,1
1038008,3,35,3
1038008,5,2139,7
1038009,1,115,5
1038009,2,457,5
1038009,3,2498,1
1038009,4,437,7
1039000,1,159,1
1039000,2,459,1
1039000,3,162,5
1039000,4,1441,7
1039001,1,2042,2
1039002,1,926,1
1039002,2,1599,3
1039003,1,173,7
1039003,2,66,6
1039004,1,1949,2
1039004,2,2515,1
1039005,1,1953,9
1039005,2,58,4
1039006,1,2065,3
1039006,2,453,1
1039008,1,2510,6
1039009,1,2259,4
1039010,1,409,3
1039010,2,2090,3
1039010,3,253,4
1039010,4,2167,10
1039011,1,28,1
1039012,1,1738,1
1039012,2,1402,4
1039013,1,1665,1
1039013,2,1698,9
1039013,3,1664,2
1039016,1,138,1
1039017,1,121,2
1039018,1,1587,8
1039018,2,485,1
1039018,3,1599,2
1039018,4,2093,4
1039019,1,2176,1
1039020,1,460,1
1039020,2,207,2
1039020,3,114,1
1040000,1,1561,1
1040000,2,1204,1
1041000,1,420,6
1041000,2,1528,2
1041000,3,178,2
1041001,1,49,2
1041002,1,1643,3
1041003,1,1503,6
1041003,2,94,4
1041003,3,138,7
1041004,1,2126,3
1041004,2,460,6
1041004,3,2030,3
1041005,1,1540,1
1041005,2,716,4
1041005,3,1434,3
1041005,4,1597,2
1041005,5,448,5
1041005,6,459,1
1041005,7,432,1
1041006,1,45,2
1041007,1,76,3
1041007,2,1571,2
1041007,3,2096,4
1042000,1,1414,1
1042001,1,54,1
1042003,1,1255,2
1042003,2,1600,4
1042004,1,450,4
1042004,2,457,1
1042005,1,88,10
1042005,2,1460,3
1042005,3,1717,1
1042006,1,1608,1
1042007,1,67,5
1042007,3,1397,7
1042008,1,1657,1
1042009,1,1639,4
1042010,1,56,3
1043000,1,2405,5
1043001,1,1526,2
1043001,2,537,4
1043004,1,456,7
1043004,2,1738,2
1043005,1,1631,2
