Order Number,Order Date,Delivery Date,CustomerKey,StoreKey,Currency Code
1144023,2/17/2018,,1124659,42,GBP
1144024,2/17/2018,,711877,29,EUR
1144025,2/17/2018,,917038,39,GBP
1144026,2/17/2018,2/20/2018,492147,0,EUR
1144027,2/17/2018,2/23/2018,1854563,0,USD
1144028,2/17/2018,,1425307,66,USD
1144029,2/17/2018,,432061,27,EUR
1144030,2/17/2018,,180678,5,AUD
1144031,2/17/2018,,610264,12,EUR
1144033,2/17/2018,,725383,30,EUR
1144034,2/17/2018,,1254806,61,USD
1144035,2/17/2018,,566172,20,EUR
1144037,2/17/2018,2/27/2018,1543325,0,USD
1144038,2/17/2018,,1767377,66,USD
1144039,2/17/2018,,387148,8,CAD
1144040,2/17/2018,,134230,5,AUD
1144041,2/17/2018,,314334,9,CAD
1144042,2/17/2018,,1383605,53,USD
1144043,2/17/2018,,1944572,64,USD
1144045,2/17/2018,2/18/2018,2040948,0,USD
1145000,2/18/2018,,1240530,45,USD
1145002,2/18/2018,,956167,37,GBP
1146000,2/19/2018,,273887,9,CAD
1146001,2/19/2018,,273887,8,CAD
1146002,2/19/2018,,1284918,44,USD
1146003,2/19/2018,,1349131,59,USD
1146004,2/19/2018,2/21/2018,784983,0,EUR
1146005,2/19/2018,,938993,42,GBP
1146006,2/19/2018,,611367,16,EUR
1146007,2/19/2018,,346994,10,CAD
1146008,2/19/2018,2/25/2018,565369,0,EUR
1146009,2/19/2018,,599141,24,EUR
1146010,2/19/2018,,566172,24,EUR
1146011,2/19/2018,,1174549,42,GBP
1146012,2/19/2018,2/24/2018,911025,0,GBP
1146013,2/19/2018,,1118302,40,GBP
1146014,2/19/2018,,243036,10,CAD
1146016,2/19/2018,2/24/2018,1825918,0,USD
1146017,2/19/2018,,2074986,65,USD
1146018,2/19/2018,,140004,4,AUD
1146019,2/19/2018,,1878966,44,USD
1146020,2/19/2018,,1680415,56,USD
1146021,2/19/2018,,2014226,51,USD
1147000,2/20/2018,,1635484,43,USD
1147001,2/20/2018,,1621372,57,USD
1147002,2/20/2018,,905730,36,GBP
1147004,2/20/2018,,1307638,44,USD
1147005,2/20/2018,,1606868,45,USD
1147006,2/20/2018,,2026801,56,USD
1147007,2/20/2018,,1585780,66,USD
1147008,2/20/2018,,1226395,45,USD
1147009,2/20/2018,,875681,33,EUR
1147010,2/20/2018,,154973,6,AUD
1147011,2/20/2018,,579674,22,EUR
1147012,2/20/2018,,961200,38,GBP
1147013,2/20/2018,,1484183,54,USD
1147014,2/20/2018,,1393392,47,USD
1147016,2/20/2018,,42177,6,AUD
1147017,2/20/2018,,162300,5,AUD
1147018,2/20/2018,2/27/2018,1276598,0,USD
1147019,2/20/2018,,1598894,57,USD
1147020,2/20/2018,,1424341,44,USD
1147021,2/20/2018,,1784986,48,USD
1147022,2/20/2018,,1625232,54,USD
1147023,2/20/2018,2/28/2018,349086,0,CAD
1147024,2/20/2018,,139856,5,AUD
1147025,2/20/2018,,1093788,37,GBP
1147026,2/20/2018,,1681186,63,USD
1148000,2/21/2018,2/24/2018,1828761,0,USD
1148001,2/21/2018,,1143470,40,GBP
1148002,2/21/2018,2/24/2018,284346,0,CAD
1148003,2/21/2018,,1384111,56,USD
1148004,2/21/2018,3/3/2018,1564733,0,USD
1148005,2/21/2018,3/3/2018,1466728,0,USD
1148006,2/21/2018,,1860085,47,USD
1148007,2/21/2018,2/24/2018,991911,0,GBP
1148008,2/21/2018,,2048840,59,USD
1148009,2/21/2018,,1760369,64,USD
1148011,2/21/2018,,2002288,56,USD
1148012,2/21/2018,,1596027,54,USD
1148013,2/21/2018,2/26/2018,1314888,0,USD
1148014,2/21/2018,,1906508,59,USD
1148015,2/21/2018,,758899,30,EUR
1148016,2/21/2018,,241230,9,CAD
1148018,2/21/2018,,608461,15,EUR
1148019,2/21/2018,,1302010,65,USD
1148020,2/21/2018,2/24/2018,1670789,0,USD
1148021,2/21/2018,,1019974,40,GBP
1148023,2/21/2018,,858185,33,EUR
1148024,2/21/2018,,1588014,61,USD
1148025,2/21/2018,,343129,8,CAD
1148026,2/21/2018,,1853113,55,USD
1148027,2/21/2018,,1746251,44,USD
1148028,2/21/2018,,242098,10,CAD
1148030,2/21/2018,,1629058,64,USD
1148031,2/21/2018,,2032912,57,USD
1148032,2/21/2018,,1682386,51,USD
1148033,2/21/2018,,1648699,64,USD
1148035,2/21/2018,3/2/2018,1284953,0,USD
1149000,2/22/2018,2/24/2018,1078242,0,GBP
1149001,2/22/2018,2/26/2018,1433389,0,USD
1149002,2/22/2018,,884835,31,EUR
1149003,2/22/2018,,964158,42,GBP
1149004,2/22/2018,,577143,23,EUR
1149005,2/22/2018,,475485,23,EUR
1149006,2/22/2018,,1233674,64,USD
1149007,2/22/2018,,1326610,47,USD
1149008,2/22/2018,,2087937,61,USD
1149009,2/22/2018,,643597,18,EUR
1149010,2/22/2018,,2061563,63,USD
1149011,2/22/2018,,1164576,37,GBP
1149012,2/22/2018,,359409,10,CAD
1149013,2/22/2018,,343183,9,CAD
1149014,2/22/2018,,1731696,54,USD
1149015,2/22/2018,2/25/2018,1406216,0,USD
1149016,2/22/2018,,1819268,59,USD
1149017,2/22/2018,,535496,19,EUR
1149018,2/22/2018,,1957841,57,USD
1149019,2/22/2018,,708076,29,EUR
1149020,2/22/2018,,60454,5,AUD
1149021,2/22/2018,,38195,6,AUD
1149022,2/22/2018,,1686257,61,USD
1149023,2/22/2018,,362234,9,CAD
1149024,2/22/2018,,211067,9,CAD
1149025,2/22/2018,2/28/2018,1316237,0,USD
1149026,2/22/2018,,772732,29,EUR
1149027,2/22/2018,2/25/2018,777143,0,EUR
1149029,2/22/2018,,1489156,53,USD
1149030,2/22/2018,,1898417,61,USD
1149031,2/22/2018,,1586325,50,USD
1149032,2/22/2018,,1691284,59,USD
1149033,2/22/2018,,545755,20,EUR
1149034,2/22/2018,,1622857,61,USD
1149035,2/22/2018,,1524428,64,USD
1149036,2/22/2018,,321313,8,CAD
1149037,2/22/2018,,1381115,64,USD
1149038,2/22/2018,,1256294,51,USD
1149039,2/22/2018,,1367439,48,USD
1149040,2/22/2018,,631580,12,EUR
1150000,2/23/2018,2/26/2018,1937213,0,USD
1150001,2/23/2018,3/1/2018,542485,0,EUR
1150002,2/23/2018,2/24/2018,1688921,0,USD
1150003,2/23/2018,,1286466,66,USD
1150004,2/23/2018,,456029,24,EUR
1150007,2/23/2018,3/6/2018,68082,0,AUD
1150008,2/23/2018,,2052752,45,USD
1150009,2/23/2018,,1764995,47,USD
1150011,2/23/2018,,1428814,55,USD
1150012,2/23/2018,,788408,29,EUR
1150013,2/23/2018,,973459,37,GBP
1150014,2/23/2018,,2096472,57,USD
1150015,2/23/2018,,1013139,41,GBP
1150016,2/23/2018,,1109178,41,GBP
1150017,2/23/2018,,1544244,64,USD
1150018,2/23/2018,3/4/2018,727094,0,EUR
1150019,2/23/2018,,1199293,41,GBP
1150020,2/23/2018,,1804464,53,USD
1150021,2/23/2018,,1792010,56,USD
1150022,2/23/2018,,948795,37,GBP
1150023,2/23/2018,,1322029,54,USD
1150024,2/23/2018,,544822,22,EUR
1151000,2/24/2018,,227646,9,CAD
1151001,2/24/2018,,1507400,45,USD
1151002,2/24/2018,2/27/2018,326396,0,CAD
1151003,2/24/2018,,598454,24,EUR
1151004,2/24/2018,,1543325,57,USD
1151005,2/24/2018,,1647588,65,USD
1151006,2/24/2018,,678886,16,EUR
1151007,2/24/2018,,1187306,42,GBP
1151008,2/24/2018,,445826,22,EUR
1151009,2/24/2018,,1582077,50,USD
1151010,2/24/2018,,1714594,63,USD
1151011,2/24/2018,,1038082,38,GBP
1151012,2/24/2018,,2074361,45,USD
1151013,2/24/2018,,765949,29,EUR
1151014,2/24/2018,,708260,30,EUR
1151015,2/24/2018,2/27/2018,1685055,0,USD
1151016,2/24/2018,2/28/2018,380931,0,CAD
1151017,2/24/2018,,1776672,66,USD
1151019,2/24/2018,,1559342,53,USD
1151020,2/24/2018,,1372423,66,USD
1151021,2/24/2018,,856525,33,EUR
1151022,2/24/2018,,1778440,65,USD
1151023,2/24/2018,,1124659,39,GBP
1151024,2/24/2018,,109580,1,AUD
1151025,2/24/2018,,1680728,63,USD
1151026,2/24/2018,3/1/2018,1749157,0,USD
1151027,2/24/2018,,761433,29,EUR
1151028,2/24/2018,,965133,36,GBP
1151029,2/24/2018,2/27/2018,1660175,0,USD
1151030,2/24/2018,,371459,8,CAD
1151031,2/24/2018,,811809,34,EUR
1151032,2/24/2018,,1868588,66,USD
1151033,2/24/2018,2/28/2018,1547777,0,USD
1151034,2/24/2018,,95275,5,AUD
1151035,2/24/2018,2/27/2018,1311674,0,USD
1151036,2/24/2018,,1983111,55,USD
1151037,2/24/2018,2/28/2018,1005880,0,GBP
1151038,2/24/2018,,252545,10,CAD
1151039,2/24/2018,,892786,33,EUR
1151040,2/24/2018,,774165,30,EUR
1151041,2/24/2018,,270614,9,CAD
1151042,2/24/2018,,1980499,66,USD
1151043,2/24/2018,,480516,24,EUR
1151044,2/24/2018,,1357408,45,USD
1152000,2/25/2018,,1718920,64,USD
1152001,2/25/2018,,1258687,59,USD
1152002,2/25/2018,,224111,8,CAD
1152003,2/25/2018,,165032,6,AUD
1153000,2/26/2018,,565369,20,EUR
1153001,2/26/2018,,350496,9,CAD
1153002,2/26/2018,,1437117,50,USD
1153003,2/26/2018,,1526098,56,USD
1153004,2/26/2018,,914790,39,GBP
1153005,2/26/2018,,1022328,41,GBP
1153006,2/26/2018,3/4/2018,1084205,0,GBP
1153007,2/26/2018,3/3/2018,1591113,0,USD
1153009,2/26/2018,,1131576,38,GBP
1153010,2/26/2018,3/2/2018,290147,0,CAD
1153011,2/26/2018,,1585,5,AUD
1153012,2/26/2018,,1392332,51,USD
1153013,2/26/2018,,591374,24,EUR
1153015,2/26/2018,,2007125,57,USD
1153016,2/26/2018,,2063821,55,USD
1154001,2/27/2018,,569853,20,EUR
1154002,2/27/2018,,1729878,65,USD
1154003,2/27/2018,,1585758,51,USD
1154004,2/27/2018,,2038334,55,USD
1154006,2/27/2018,,1367439,54,USD
1154007,2/27/2018,,1576331,59,USD
1154008,2/27/2018,,1404813,54,USD
1154009,2/27/2018,,234726,8,CAD
1154010,2/27/2018,3/3/2018,1633409,0,USD
1154011,2/27/2018,,316518,9,CAD
1154012,2/27/2018,,527912,23,EUR
1154014,2/27/2018,,405365,22,EUR
1154015,2/27/2018,3/6/2018,1603055,0,USD
1154017,2/27/2018,,1627394,54,USD
1154018,2/27/2018,,1689951,48,USD
1155000,2/28/2018,,211746,9,CAD
1155001,2/28/2018,,1664688,59,USD
1155002,2/28/2018,,1716357,44,USD
1155003,2/28/2018,,714472,29,EUR
1155004,2/28/2018,,1856634,44,USD
1155005,2/28/2018,,2039796,59,USD
1155006,2/28/2018,,1092434,41,GBP
1155007,2/28/2018,,234326,9,CAD
1155008,2/28/2018,,517561,27,EUR
1155011,2/28/2018,,1031544,41,GBP
1155012,2/28/2018,,1896611,56,USD
1155013,2/28/2018,,165032,6,AUD
1155014,2/28/2018,,589984,19,EUR
1155015,2/28/2018,,1409991,65,USD
1155016,2/28/2018,,497839,27,EUR
1155017,2/28/2018,,1829007,57,USD
1155018,2/28/2018,,211862,9,CAD
1155019,2/28/2018,,1223111,45,USD
1155020,2/28/2018,,1053100,42,GBP
1155021,2/28/2018,,1321913,66,USD
1155022,2/28/2018,,1443446,57,USD
1155023,2/28/2018,3/5/2018,254402,0,CAD
1156000,3/1/2018,,1978029,47,USD
1156001,3/1/2018,,1034311,40,GBP
1156002,3/1/2018,,796631,30,EUR
1156003,3/1/2018,3/8/2018,1454940,0,USD
1156004,3/1/2018,,1001626,41,GBP
1156006,3/1/2018,,387658,8,CAD
1156007,3/1/2018,,424011,22,EUR
1156008,3/1/2018,,1031544,39,GBP
1156009,3/1/2018,,280641,8,CAD
1156010,3/1/2018,3/4/2018,1149286,0,GBP
1156011,3/1/2018,,1119069,39,GBP
1156012,3/1/2018,,434435,27,EUR
1156013,3/1/2018,,524890,23,EUR
1156015,3/1/2018,,792829,30,EUR
1156016,3/1/2018,,2080936,43,USD
1156017,3/1/2018,,1385568,66,USD
1156018,3/1/2018,,1310201,57,USD
1156019,3/1/2018,,351879,8,CAD
1156020,3/1/2018,3/7/2018,1865927,0,USD
1157000,3/2/2018,3/9/2018,1492176,0,USD
1157001,3/2/2018,3/9/2018,1445061,0,USD
1157002,3/2/2018,,291356,9,CAD
1157003,3/2/2018,,1354464,55,USD
1157004,3/2/2018,,1155920,39,GBP
1157005,3/2/2018,,281638,9,CAD
1157006,3/2/2018,,1939877,48,USD
1157007,3/2/2018,3/8/2018,1387724,0,USD
1157009,3/2/2018,,595267,20,EUR
1157010,3/2/2018,,1807649,63,USD
1157011,3/2/2018,,784276,29,EUR
1157012,3/2/2018,3/5/2018,619018,0,EUR
1158000,3/3/2018,3/12/2018,1370619,0,USD
1158001,3/3/2018,3/4/2018,325443,0,CAD
1158002,3/3/2018,,1154232,38,GBP
1158003,3/3/2018,,400031,22,EUR
1158004,3/3/2018,3/4/2018,1062180,0,GBP
1158005,3/3/2018,,350587,10,CAD
1158006,3/3/2018,,1241747,61,USD
1158007,3/3/2018,,326292,9,CAD
1158008,3/3/2018,,1539414,47,USD
1158010,3/3/2018,,996031,40,GBP
1158011,3/3/2018,,1486370,59,USD
1158012,3/3/2018,,1242018,55,USD
1158013,3/3/2018,,1362686,66,USD
1158014,3/3/2018,,1982856,44,USD
1158015,3/3/2018,,1601341,66,USD
1158016,3/3/2018,,1559711,47,USD
1158018,3/3/2018,,469225,22,EUR
1158019,3/3/2018,,1534242,56,USD
1158020,3/3/2018,3/7/2018,1928459,0,USD
1158022,3/3/2018,,547714,20,EUR
1159000,3/4/2018,,454932,20,EUR
1160001,3/5/2018,,1813010,51,USD
1160003,3/5/2018,,1758999,55,USD
1160004,3/5/2018,3/8/2018,106880,0,AUD
1160005,3/5/2018,,1152366,42,GBP
1160007,3/5/2018,,1932808,61,USD
1160008,3/5/2018,,828125,34,EUR
1160009,3/5/2018,,1892488,50,USD
1161000,3/6/2018,3/8/2018,238069,0,CAD
1161001,3/6/2018,,1696508,51,USD
1161002,3/6/2018,,1367366,45,USD
1161003,3/6/2018,,349037,10,CAD
1161004,3/6/2018,,1768779,51,USD
1161005,3/6/2018,,2032588,59,USD
1161006,3/6/2018,,2069957,59,USD
1161007,3/6/2018,,356963,8,CAD
1161008,3/6/2018,,1947606,47,USD
1161009,3/6/2018,,1042,5,AUD
1161010,3/6/2018,,2054914,63,USD
1161011,3/6/2018,,1402096,55,USD
1161012,3/6/2018,,1202042,63,USD
1162001,3/7/2018,3/12/2018,1210706,0,USD
1162002,3/7/2018,,1641759,66,USD
1162004,3/7/2018,,231997,8,CAD
1162005,3/7/2018,,241006,10,CAD
1162008,3/7/2018,,910064,42,GBP
1162009,3/7/2018,,431867,22,EUR
1162010,3/7/2018,,1152079,39,GBP
1162011,3/7/2018,,944687,42,GBP
1162012,3/7/2018,3/9/2018,1979837,0,USD
1162013,3/7/2018,,1870226,45,USD
1162014,3/7/2018,3/13/2018,1950883,0,USD
1162015,3/7/2018,,1476600,56,USD
1162017,3/7/2018,,701474,30,EUR
1163000,3/8/2018,,1863578,59,USD
1163001,3/8/2018,,1741351,50,USD
1163002,3/8/2018,,584827,27,EUR
1163003,3/8/2018,3/10/2018,1944572,0,USD
1163004,3/8/2018,,1538701,57,USD
1163005,3/8/2018,,267168,9,CAD
1163006,3/8/2018,,1724782,48,USD
1163007,3/8/2018,,1877836,50,USD
1163008,3/8/2018,,1618950,47,USD
1163009,3/8/2018,,454774,23,EUR
1163010,3/8/2018,3/12/2018,623241,0,EUR
1163011,3/8/2018,,412041,19,EUR
1163012,3/8/2018,,523197,24,EUR
1163013,3/8/2018,,443859,24,EUR
1163014,3/8/2018,3/13/2018,1402712,0,USD
1163015,3/8/2018,,835043,34,EUR
1163016,3/8/2018,,387369,8,CAD
1163017,3/8/2018,,1618248,43,USD
1163018,3/8/2018,,1039919,39,GBP
1163019,3/8/2018,,437389,19,EUR
1164000,3/9/2018,3/16/2018,1744411,0,USD
1164001,3/9/2018,,988697,36,GBP
1164002,3/9/2018,,1797850,43,USD
1164003,3/9/2018,,1814434,64,USD
1164004,3/9/2018,,824641,31,EUR
1164005,3/9/2018,,1158204,42,GBP
1164006,3/9/2018,,1270130,48,USD
1164007,3/9/2018,,1230356,47,USD
1164009,3/9/2018,3/14/2018,229251,0,CAD
1164010,3/9/2018,3/12/2018,504968,0,EUR
1164011,3/9/2018,,1719794,53,USD
1164012,3/9/2018,,1272497,54,USD
1164013,3/9/2018,,1002933,42,GBP
1165000,3/10/2018,,1307023,65,USD
1165001,3/10/2018,3/14/2018,1864772,0,USD
1165002,3/10/2018,,336562,10,CAD
1165003,3/10/2018,,1097332,38,GBP
1165004,3/10/2018,,1692115,66,USD
1165007,3/10/2018,,1241547,45,USD
1165008,3/10/2018,,1090739,38,GBP
1165009,3/10/2018,,1710583,48,USD
1165010,3/10/2018,,262052,8,CAD
1165011,3/10/2018,,431461,19,EUR
1165012,3/10/2018,,748353,30,EUR
1165014,3/10/2018,,294433,9,CAD
1165015,3/10/2018,,802660,34,EUR
1165016,3/10/2018,,1668069,57,USD
1165017,3/10/2018,3/14/2018,1182055,0,GBP
1165018,3/10/2018,,527421,23,EUR
1165019,3/10/2018,,1093788,38,GBP
1165020,3/10/2018,3/13/2018,203191,0,CAD
1165021,3/10/2018,,738133,30,EUR
1165022,3/10/2018,,1341076,63,USD
1165023,3/10/2018,,1855892,61,USD
1165024,3/10/2018,,2089881,51,USD
1166000,3/11/2018,,968433,39,GBP
1166001,3/11/2018,,1815320,56,USD
1167000,3/12/2018,,914878,36,GBP
1167001,3/12/2018,3/18/2018,614234,0,EUR
1167002,3/12/2018,,70453,4,AUD
1167003,3/12/2018,,1887604,51,USD
1167004,3/12/2018,,826032,34,EUR
1167005,3/12/2018,,1715326,65,USD
1167006,3/12/2018,,1888484,55,USD
1167007,3/12/2018,,1983416,63,USD
1167008,3/12/2018,3/16/2018,254779,0,CAD
1167009,3/12/2018,,1635587,56,USD
1167010,3/12/2018,,478977,20,EUR
1168000,3/13/2018,,1869336,48,USD
1168001,3/13/2018,,1411952,53,USD
1168002,3/13/2018,,107299,6,AUD
1168003,3/13/2018,3/15/2018,1413086,0,USD
1168005,3/13/2018,3/20/2018,1653529,0,USD
1168008,3/13/2018,,2078281,63,USD
1168010,3/13/2018,,1878087,53,USD
1168011,3/13/2018,,1017199,40,GBP
1169000,3/14/2018,,1904946,66,USD
1169001,3/14/2018,,1622508,61,USD
1169002,3/14/2018,,516663,22,EUR
1169003,3/14/2018,,2080484,47,USD
1169004,3/14/2018,,1982066,63,USD
1169005,3/14/2018,3/18/2018,1764107,0,USD
1169007,3/14/2018,3/17/2018,1057875,0,GBP
1169008,3/14/2018,,433811,24,EUR
1169009,3/14/2018,3/15/2018,1628073,0,USD
1169010,3/14/2018,,1606628,45,USD
1169012,3/14/2018,,1738306,43,USD
1170000,3/15/2018,,1458590,48,USD
1170001,3/15/2018,3/19/2018,1951643,0,USD
1170002,3/15/2018,3/18/2018,365593,0,CAD
1170003,3/15/2018,,213157,8,CAD
1170006,3/15/2018,,1986927,64,USD
1170007,3/15/2018,,501029,27,EUR
1170008,3/15/2018,,1591998,51,USD
1170009,3/15/2018,3/21/2018,497839,0,EUR
1170010,3/15/2018,,940096,41,GBP
1170011,3/15/2018,,2020722,65,USD
1171000,3/16/2018,,414166,27,EUR
1171002,3/16/2018,,2054855,43,USD
1171004,3/16/2018,,1622857,55,USD
1171005,3/16/2018,3/19/2018,1522843,0,USD
1172000,3/17/2018,,1625065,51,USD
1172001,3/17/2018,,1471107,53,USD
1172002,3/17/2018,,799689,30,EUR
1172003,3/17/2018,,375384,9,CAD
1172004,3/17/2018,,1041465,39,GBP
1172005,3/17/2018,,222617,9,CAD
1172007,3/17/2018,,303782,8,CAD
1210000,4/24/2018,,726123,29,EUR
1211000,4/25/2018,,722960,30,EUR
1211001,4/25/2018,4/30/2018,473349,0,EUR
1211002,4/25/2018,,1719794,53,USD
1211003,4/25/2018,,306301,10,CAD
1212000,4/26/2018,,1914255,55,USD
1212002,4/26/2018,,1036675,40,GBP
1212003,4/26/2018,,788625,29,EUR
1212004,4/26/2018,5/1/2018,1297890,0,USD
1212006,4/26/2018,,1855892,51,USD
1213000,4/27/2018,,1865362,50,USD
1213001,4/27/2018,,1261691,44,USD
1213002,4/27/2018,5/2/2018,775606,0,EUR
1213003,4/27/2018,,1959272,44,USD
1213004,4/27/2018,,621610,17,EUR
1213005,4/27/2018,,205510,8,CAD
1213006,4/27/2018,,678808,15,EUR
1214000,4/28/2018,,439509,27,EUR
1214001,4/28/2018,,59529,5,AUD
1214002,4/28/2018,5/1/2018,1910322,0,USD
1214003,4/28/2018,,1590912,64,USD
1214004,4/28/2018,,1493539,66,USD
1214005,4/28/2018,5/1/2018,973411,0,GBP
1214006,4/28/2018,5/3/2018,319689,0,CAD
1214007,4/28/2018,,259681,8,CAD
1214008,4/28/2018,,1165228,41,GBP
1214009,4/28/2018,,1342569,53,USD
1214010,4/28/2018,5/3/2018,1746274,0,USD
1214011,4/28/2018,5/3/2018,1552696,0,USD
1214012,4/28/2018,,924256,39,GBP
1214013,4/28/2018,,1986804,47,USD
1214014,4/28/2018,,1079159,40,GBP
1214015,4/28/2018,,565683,23,EUR
1215000,4/29/2018,,903847,36,GBP
1216000,4/30/2018,,247966,8,CAD
1216001,4/30/2018,,1230469,44,USD
1216002,4/30/2018,,1604366,54,USD
1216003,4/30/2018,,1684157,51,USD
1216004,4/30/2018,,731381,30,EUR
1216005,4/30/2018,5/8/2018,1792455,0,USD
1216006,4/30/2018,,1702950,53,USD
1216007,4/30/2018,,1808884,54,USD
1216009,4/30/2018,5/12/2018,1676582,0,USD
1217000,5/1/2018,,1143828,42,GBP
1217001,5/1/2018,,2014440,45,USD
1217002,5/1/2018,,766850,29,EUR
1217003,5/1/2018,,1571781,47,USD
1217004,5/1/2018,,504828,23,EUR
1217005,5/1/2018,,1268661,50,USD
1217006,5/1/2018,,1680728,53,USD
1217007,5/1/2018,,1605337,61,USD
1217008,5/1/2018,,289312,10,CAD
1217010,5/1/2018,,300844,10,CAD
1217011,5/1/2018,,1371642,64,USD
1217013,5/1/2018,5/4/2018,2015900,0,USD
1217014,5/1/2018,,1078980,39,GBP
1218001,5/2/2018,,954536,42,GBP
1218004,5/2/2018,,2065513,44,USD
1218005,5/2/2018,,1592592,47,USD
1218006,5/2/2018,5/8/2018,1858665,0,USD
1218007,5/2/2018,,1560587,57,USD
1218008,5/2/2018,5/12/2018,1706324,0,USD
1218009,5/2/2018,,89946,4,AUD
1218010,5/2/2018,5/6/2018,507168,0,EUR
1218011,5/2/2018,,517979,20,EUR
1218012,5/2/2018,5/6/2018,1714276,0,USD
1218013,5/2/2018,,65269,5,AUD
1218014,5/2/2018,,1461845,65,USD
1218015,5/2/2018,5/5/2018,489146,0,EUR
1218016,5/2/2018,,1389867,56,USD
1218018,5/2/2018,5/7/2018,1559760,0,USD
1219000,5/3/2018,,1809928,57,USD
1219001,5/3/2018,5/7/2018,1041465,0,GBP
1219002,5/3/2018,,879956,34,EUR
1219003,5/3/2018,,681072,14,EUR
1219004,5/3/2018,,1669021,55,USD
1219005,5/3/2018,,1395464,44,USD
1219007,5/3/2018,5/9/2018,1956404,0,USD
1219008,5/3/2018,,703705,29,EUR
1219009,5/3/2018,,541324,23,EUR
1219010,5/3/2018,,513256,27,EUR
1219011,5/3/2018,,1200642,53,USD
1219013,5/3/2018,5/8/2018,1609149,0,USD
1219014,5/3/2018,,728022,29,EUR
1219015,5/3/2018,,594507,19,EUR
1219016,5/3/2018,5/5/2018,1785567,0,USD
1219017,5/3/2018,,1389079,63,USD
1219018,5/3/2018,,770066,30,EUR
1219019,5/3/2018,,1297155,61,USD
1219020,5/3/2018,,1137780,36,GBP
1219021,5/3/2018,,702340,30,EUR
1220000,5/4/2018,5/9/2018,1230014,0,USD
1220001,5/4/2018,,1756364,47,USD
1220002,5/4/2018,,414123,22,EUR
1220003,5/4/2018,5/7/2018,1148222,0,GBP
1220004,5/4/2018,,1912774,53,USD
1220005,5/4/2018,5/10/2018,961833,0,GBP
1220008,5/4/2018,,1071326,40,GBP
1220009,5/4/2018,,1456078,54,USD
1220010,5/4/2018,,875430,33,EUR
1220012,5/4/2018,,1350916,57,USD
1220013,5/4/2018,,1513100,65,USD
1220014,5/4/2018,,1199657,38,GBP
1221000,5/5/2018,,1648616,56,USD
1221001,5/5/2018,,312368,9,CAD
1221002,5/5/2018,,216372,8,CAD
1221003,5/5/2018,,431309,23,EUR
1221004,5/5/2018,,2015900,66,USD
1221005,5/5/2018,,1548057,65,USD
1221006,5/5/2018,5/7/2018,1511165,0,USD
1221007,5/5/2018,,1985636,53,USD
1221008,5/5/2018,,1018779,41,GBP
1221009,5/5/2018,,937006,39,GBP
1221010,5/5/2018,,578888,23,EUR
1221011,5/5/2018,,1582192,53,USD
1221012,5/5/2018,,1368261,44,USD
1221013,5/5/2018,,266658,10,CAD
1221014,5/5/2018,,728022,29,EUR
1221015,5/5/2018,5/10/2018,398671,0,CAD
1221016,5/5/2018,,1524144,66,USD
1221017,5/5/2018,,253278,10,CAD
1221018,5/5/2018,5/9/2018,12729,0,AUD
1221019,5/5/2018,,978847,41,GBP
1221020,5/5/2018,,1956193,54,USD
1221022,5/5/2018,,1482467,50,USD
1221023,5/5/2018,,1964759,45,USD
1221024,5/5/2018,5/10/2018,1430214,0,USD
1221025,5/5/2018,5/8/2018,1489269,0,USD
1221026,5/5/2018,,310464,8,CAD
1221027,5/5/2018,,1049861,42,GBP
1222000,5/6/2018,,643628,16,EUR
1222001,5/6/2018,5/12/2018,437318,0,EUR
1223000,5/7/2018,,1240195,47,USD
1223001,5/7/2018,5/10/2018,331277,0,CAD
1223003,5/7/2018,,1599683,48,USD
1223004,5/7/2018,,1760076,53,USD
1223005,5/7/2018,,2003638,57,USD
1223006,5/7/2018,,255723,10,CAD
1223007,5/7/2018,,494192,20,EUR
1223008,5/7/2018,,1933319,50,USD
1223009,5/7/2018,5/13/2018,1729484,0,USD
1223010,5/7/2018,,1557811,54,USD
1223011,5/7/2018,,1291414,50,USD
1224000,5/8/2018,,1240904,53,USD
1224001,5/8/2018,,1169886,38,GBP
1224002,5/8/2018,,1324581,61,USD
1224003,5/8/2018,,2096178,47,USD
1224004,5/8/2018,,1537074,64,USD
1224005,5/8/2018,,2022243,64,USD
1224008,5/8/2018,,1939210,44,USD
1224009,5/8/2018,,1053209,42,GBP
1224010,5/8/2018,,1888911,54,USD
1224011,5/8/2018,,1938352,61,USD
1224012,5/8/2018,5/12/2018,367414,0,CAD
1224013,5/8/2018,5/12/2018,239571,0,CAD
1224014,5/8/2018,,60407,4,AUD
1225000,5/9/2018,,791967,29,EUR
1225001,5/9/2018,,2057186,44,USD
1225002,5/9/2018,,435755,19,EUR
1225003,5/9/2018,,851776,33,EUR
1225004,5/9/2018,,1713950,56,USD
1225006,5/9/2018,,1621832,61,USD
1225008,5/9/2018,,1742787,50,USD
1225009,5/9/2018,5/15/2018,319845,0,CAD
1225010,5/9/2018,,1582099,56,USD
1225011,5/9/2018,,1384111,45,USD
1225012,5/9/2018,,831208,34,EUR
1225013,5/9/2018,,1382192,64,USD
1225014,5/9/2018,,546334,20,EUR
1225015,5/9/2018,,526271,23,EUR
1225016,5/9/2018,,1654125,57,USD
1225017,5/9/2018,,367753,8,CAD
1226000,5/10/2018,,1143517,42,GBP
1226001,5/10/2018,,744459,30,EUR
1226003,5/10/2018,,85974,5,AUD
1226004,5/10/2018,,1996781,59,USD
